#title; BLAS_lvl; threads; elems; min; mean; max; median; stddevp; GIB/s; GFLOP/s
dgemm; 3; 1; 972; 1561.080; 1573.434; 1599.357; 1571.563; 0.611%; 4.603; 22.239
dgemm_var; 3; 1; 972; 3093.106; 3101.733; 3127.314; 3099.661; 0.259%; 2.335; 22.563
