#title; BLAS_lvl; threads; elems; min; mean; max; median; stddevp; GIB/s; GFLOP/s
dgemm; 3; 8; 27648; 278358.423; 279032.530; 282206.190; 278860.407; 0.268%; 0.738; 19.024
dgemm_var; 3; 8; 27648; 557825.908; 558991.289; 563061.189; 558926.002; 0.194%; 0.369; 18.993
