#title; BLAS_lvl; threads; elems; min; mean; max; median; stddevp; GIB/s; GFLOP/s
dgemm; 3; 8; 1881792; 251349472.600; 254394185.935; 276632610.600; 252580144.600; 2.284%; 0.055; 11.717
dgemm_var; 3; 8; 1881792; 477703471.400; 486716013.665; 515899943.600; 479055223.600; 2.606%; 0.029; 12.248
