#title; BLAS_lvl; threads; elems; min; mean; max; median; stddevp; GIB/s; GFLOP/s
dgemm; 3; 4; 27648; 186785.755; 200446.954; 201935.216; 201315.201; 1.392%; 1.028; 26.483
dgemm_var; 3; 4; 27648; 262594.651; 263029.188; 263565.001; 263056.473; 0.081%; 0.783; 40.364
