#title; BLAS_lvl; threads; elems; min; mean; max; median; stddevp; GIB/s; GFLOP/s
dgemm; 3; 8; 27648; 67228.868; 68369.880; 80046.692; 67639.868; 3.463%; 3.013; 77.643
dgemm_var; 3; 8; 27648; 121068.652; 122045.047; 131253.018; 121740.340; 1.449%; 1.688; 86.991
