#title; BLAS_lvl; threads; elems; min; mean; max; median; stddevp; GIB/s; GFLOP/s
dgemm; 3; 1; 27648; 214727.928; 218163.785; 272855.628; 215282.324; 4.874%; 0.944; 24.332
dgemm_var; 3; 1; 27648; 428169.942; 431510.703; 448952.784; 429602.602; 1.059%; 0.477; 24.604
