#title; BLAS_lvl; threads; elems; min; mean; max; median; stddevp; GIB/s; GFLOP/s
dgemm; 3; 12; 27648; 112698.298; 114571.912; 116863.566; 114615.842; 0.692%; 1.798; 46.333
dgemm_var; 3; 12; 27648; 210583.772; 215937.968; 289178.494; 212548.704; 6.495%; 0.954; 49.166
