#title; BLAS_lvl; threads; elems; min; mean; max; median; stddevp; GIB/s; GFLOP/s
dgemm; 3; 2; 27648; 155923.887; 157277.147; 161560.826; 157080.244; 0.623%; 1.310; 33.752
dgemm_var; 3; 2; 27648; 265020.378; 266399.551; 269673.929; 266344.176; 0.342%; 0.773; 39.853
