# 'threads' 'dgemm_base' 'dgemm' 'dgemm_var_base' 'dgemm_var'
1 1 218163.785 218163.785 431510.703 431510.703
2 2 218163.785 157277.147 431510.703 266399.551
4 4 218163.785 200446.954 431510.703 263029.188
8 8 218163.785 68369.880 431510.703 122045.047
12 12 218163.785 114571.912 431510.703 215937.968





