#title; BLAS_lvl; threads; elems; min; mean; max; median; stddevp; GIB/s; GFLOP/s
daxpy; 1; 8; 1048576; 45356.434; 45914.242; 47675.659; 45652.279; 1.367%; 170.154; 45.675
ddot; 1; 8; 1048576; 42527.471; 42880.792; 44043.813; 42768.489; 0.864%; 182.191; 48.907
dnrm2; 1; 8; 524288; 18898.012; 18994.880; 19592.552; 18949.851; 0.740%; 205.648; 55.203
dmax; 1; 8; 524288; 18887.750; 18985.121; 19410.727; 18961.215; 0.514%; 205.753; 27.616
