#title; BLAS_lvl; threads; elems; min; mean; max; median; stddevp; GIB/s; GFLOP/s
daxpy; 1; 8; 163840; 4327.875; 4354.158; 4493.671; 4342.580; 0.792%; 280.353; 75.257
ddot; 1; 8; 163840; 4209.201; 4221.994; 4256.267; 4215.824; 0.332%; 289.129; 77.613
dnrm2; 1; 8; 81920; 4195.987; 4212.493; 4273.042; 4206.891; 0.399%; 144.891; 38.894
dmax; 1; 8; 81920; 4194.788; 4212.964; 4257.387; 4210.257; 0.318%; 144.875; 19.445
